2
6
15
9
2
6
8
9
11
8
10
9
10
6
5
4
9
4
11
9
9
8
9
4
3
4
6
9
6
13
6
34
19
15
11
18
10
15
13
17
12
16
14
15
12
24
100
79
35
29
22
39
